0	530	0.416261
0x20c	0xc	2.93093
0x20d	0x1	3.53374
0x20e	0x6	3.16228
0x20f	0x4	3.4963
0x210	0x0	1.99949
0x211	0x10	2.81985
0x212	0x12	2.65771
0x213	0x13	3.49553
0x214	0x14	2.79158
0x215	0x14	3.00592
0x216	0x12	3.35676
0x217	0x16	3.42131
0x218	0x10	2.93859
0x219	0x19	3.38137
0x21a	0x12	3.47231
0x21b	0x1	3.28774
0x21c	0x4	3.10769
0x21d	0x18	3.42825
0x21e	0x16	3.34625
0x21f	0x17	3.61358
0x220	0x20	1.99987
0x221	0x20	2.82044
0x222	0x22	2.95248
0x223	0x3	3.35238
0x224	0x4	2.23078
0x225	0x24	2.89899
0x226	0x24	3.1062
0x227	0x26	3.35609
0x228	0x20	2.93343
0x229	0x20	3.17729
0x22a	0x20	3.43814
0x22b	0x21	3.79943
0x22c	0xc	3.08181
0x22d	0x2c	3.45577
0x22e	0x2c	3.61926
0x22f	0x24	3.58894
0x230	0x20	2.64364
0x231	0x10	2.76155
0x232	0x30	3.44431
0x233	0x20	3.34404
0x234	0x4	2.74896
0x235	0x10	3.01585
0x236	0x4	3.43395
0x237	0x31	3.72154
0x238	0x10	3.40661
0x239	0x28	3.13667
0x23a	0x8	3.28311
0x23b	0x33	3.63391
0x23c	0xc	3.3218
0x23d	0x5	3.5041
0x23e	0xc	3.65327
0x23f	0x3d	3.86463
0x240	0x40	1.99943
0x241	0x1	2.95458
0x242	0x40	2.6577
0x243	0x2	3.47145
0x244	0x4	2.93148
0x245	0x1	3.37352
0x246	0x44	3.55875
0x247	0x3	3.54495
0x248	0x40	2.92555
0x249	0x8	2.76858
0x24a	0xa	3.34747
0x24b	0x8	3.22753
0x24c	0xc	3.39356
0x24d	0x44	3.30301
0x24e	0x4e	3.731
0x24f	0x44	3.79936
0x250	0x10	2.2335
0x251	0x50	3.17729
0x252	0x40	2.65724
0x253	0x11	3.46071
0x254	0x54	3.17952
0x255	0x14	3.3162
0x256	0x6	3.45591
0x257	0x56	3.58008
0x258	0x58	3.03082
0x259	0x49	3.17533
0x25a	0x52	3.32702
0x25b	0x49	3.51695
0x25c	0x18	3.42665
0x25d	0x4d	3.61231
0x25e	0x56	3.67434
0x25f	0x49	3.71304
0x260	0x20	2.81288
0x261	0x41	3.38209
0x262	0x2	3.26508
0x263	0x1	3.34365
0x264	0x44	3.04516
0x265	0x65	3.60072
0x266	0x64	3.31103
0x267	0x5	3.67745
0x268	0x20	2.77381
0x269	0x69	3.17547
0x26a	0x6a	3.31752
0x26b	0x23	3.58278
0x26c	0x68	3.11964
0x26d	0xc	3.68737
0x26e	0xc	3.60419
0x26f	0x27	3.47967
0x270	0x70	3.09878
0x271	0x50	3.13636
0x272	0x72	3.32215
0x273	0x71	3.8206
0x274	0x54	3.41187
0x275	0x54	3.624
0x276	0x14	3.27722
0x277	0x56	3.73874
0x278	0x40	3.13145
0x279	0x21	3.64564
0x27a	0x22	3.46699
0x27b	0x33	3.55391
0x27c	0x44	3.61294
0x27d	0x79	3.66696
0x27e	0x2e	3.62746
0x27f	0x57	3.99691
0x280	0x0	1.99933
0x281	0x1	2.83522
0x282	0x80	2.96287
0x283	0x81	3.34932
0x284	0x84	2.77277
0x285	0x85	2.77655
0x286	0x84	3.43808
0x287	0x1	3.07814
0x288	0x88	2.90738
0x289	0x81	3.37282
0x28a	0x8a	2.80749
0x28b	0x8b	3.32377
0x28c	0x80	3.3207
0x28d	0x80	3.33648
0x28e	0x2	3.13902
0x28f	0x6	3.83427
0x290	0x10	2.6576
0x291	0x90	2.89852
0x292	0x12	3.35608
0x293	0x80	3.58421
0x294	0x94	2.49848
0x295	0x80	2.99899
0x296	0x80	3.33214
0x297	0x11	3.35904
0x298	0x88	3.33766
0x299	0x9	3.60013
0x29a	0x90	3.32352
0x29b	0x19	3.51903
0x29c	0xc	3.10511
0x29d	0x11	3.50824
0x29e	0x6	3.77852
0x29f	0x13	3.61094
0x2a0	0xa0	2.23408
0x2a1	0x21	3.00651
0x2a2	0xa2	3.13786
0x2a3	0x21	3.60276
0x2a4	0xa4	2.72206
0x2a5	0x4	2.99899
0x2a6	0xa6	3.61834
0x2a7	0x24	3.64793
0x2a8	0x20	3.03966
0x2a9	0xa8	3.3158
0x2aa	0x8a	3.11654
0x2ab	0xa8	3.93763
0x2ac	0xa4	3.22237
0x2ad	0x85	3.36469
0x2ae	0x6	3.67356
0x2af	0x6	3.71847
0x2b0	0x10	2.64204
0x2b1	0x20	3.01584
0x2b2	0xb2	3.48797
0x2b3	0xa0	3.75986
0x2b4	0x10	3
0x2b5	0xb4	3.5091
0x2b6	0x12	3.99884
0x2b7	0xb6	3.99637
0x2b8	0xb8	3.35772
0x2b9	0xa0	3.62419
0x2ba	0x18	3.53976
0x2bb	0x81	3.74696
0x2bc	0x24	3.70468
0x2bd	0x85	4.07013
0x2be	0xb6	3.72055
0x2bf	0xc	3.99921
0x2c0	0xc0	2.65658
0x2c1	0xc1	3.53366
0x2c2	0xc0	3.44416
0x2c3	0x1	3.4723
0x2c4	0xc0	3.25536
0x2c5	0x44	3.33566
0x2c6	0x4	3.26784
0x2c7	0xc5	3.59832
0x2c8	0x8	3.32036
0x2c9	0xc0	3.30239
0x2ca	0x2	3.34889
0x2cb	0xa	3.99852
0x2cc	0x4c	3.26085
0x2cd	0xc4	3.9563
0x2ce	0x8e	3.53453
0x2cf	0x3	3.86407
0x2d0	0x10	3.12078
0x2d1	0xd0	3.45621
0x2d2	0x82	3.29785
0x2d3	0x90	3.61201
0x2d4	0x50	3.00857
0x2d5	0x11	3.36462
0x2d6	0xd4	3.85995
0x2d7	0x11	3.61352
0x2d8	0x98	3.35461
0x2d9	0x88	3.68793
0x2da	0x12	3.63918
0x2db	0x53	3.65698
0x2dc	0xd4	3.39067
0x2dd	0x81	3.74666
0x2de	0xc4	3.61221
0x2df	0xd4	3.77807
0x2e0	0x20	2.74999
0x2e1	0x20	3.42825
0x2e2	0x62	3.51423
0x2e3	0xe2	3.81657
0x2e4	0x24	3.19354
0x2e5	0x85	3.50855
0x2e6	0xa6	3.48655
0x2e7	0xe5	3.61742
0x2e8	0x68	2.99919
0x2e9	0x69	3.61191
0x2ea	0xc0	3.31377
0x2eb	0xe9	3.71304
0x2ec	0xa0	3.47829
0x2ed	0xe9	3.74707
0x2ee	0x6c	3.64048
0x2ef	0x43	3.99931
0x2f0	0x70	3.23687
0x2f1	0x71	3.50416
0x2f2	0x60	3.41478
0x2f3	0xf1	3.57566
0x2f4	0x94	3.67333
0x2f5	0x31	4.07043
0x2f6	0xf2	3.54258
0x2f7	0xc5	3.98258
0x2f8	0xf0	3.7238
0x2f9	0xc9	3.66713
0x2fa	0x8a	3.51997
0x2fb	0x79	3.82144
0x2fc	0x18	3.46333
0x2fd	0x25	3.70564
0x2fe	0x68	3.99931
0x2ff	0xf6	4.07917
0x300	0x100	1.99919
0x301	0x1	2.9615
0x302	0x2	2.95581
0x303	0x100	2.78583
0x304	0x4	2.94731
0x305	0x1	3.35002
0x306	0x2	2.80121
0x307	0x5	3.15849
0x308	0x100	2.90799
0x309	0x8	3.47214
0x30a	0x8	3.4661
0x30b	0x100	3.41558
0x30c	0x10c	2.75735
0x30d	0x5	3.4723
0x30e	0x4	3.17307
0x30f	0x107	3.63138
0x310	0x110	2.89776
0x311	0x11	3.3524
0x312	0x110	3.55934
0x313	0x12	3.42381
0x314	0x10	3.29622
0x315	0x105	3.60276
0x316	0x100	3.47379
0x317	0x12	3.5323
0x318	0x100	2.80413
0x319	0x119	3.34365
0x31a	0xa	3.26541
0x31b	0x119	3.89817
0x31c	0x11c	3.16978
0x31d	0x14	3.81572
0x31e	0x1a	3.52125
0x31f	0x10f	3.80252
0x320	0x20	2.81215
0x321	0x1	3.4957
0x322	0x2	3.34295
0x323	0x22	3.42445
0x324	0x24	3.05384
0x325	0x4	3.58375
0x326	0x24	3.13331
0x327	0x5	3.43965
0x328	0x100	3.0158
0x329	0x1	3.46008
0x32a	0x120	3.7712
0x32b	0x128	3.64567
0x32c	0x28	3.36552
0x32d	0x12c	3.61226
0x32e	0x126	3.75356
0x32f	0x2d	3.83219
0x330	0x110	3.27661
0x331	0x10	3.34369
0x332	0x122	3.42445
0x333	0x130	3.90723
0x334	0x104	3.20823
0x335	0x14	3.7594
0x336	0x14	3.25511
0x337	0x117	3.62936
0x338	0x100	3.00494
0x339	0x9	3.82121
0x33a	0x138	3.59828
0x33b	0x39	3.71538
0x33c	0xc	3.64001
0x33d	0x9	3.57646
0x33e	0x12e	3.5087
0x33f	0x13c	3.96983
0x340	0x100	2.65668
0x341	0x40	3.56943
0x342	0x40	3.31669
0x343	0x2	3.41535
0x344	0x40	3.43412
0x345	0x141	3.32456
0x346	0x4	3.44421
0x347	0x107	3.49149
0x348	0x48	3.41824
0x349	0x108	3.22685
0x34a	0x8	3.31307
0x34b	0x140	3.8632
0x34c	0x4	3.26377
0x34d	0x140	3.99852
0x34e	0x10e	3.32036
0x34f	0x42	3.89372
0x350	0x50	2.92713
0x351	0x141	3.79947
0x352	0x102	3.4389
0x353	0x52	3.64528
0x354	0x150	3.12132
0x355	0x114	3.93717
0x356	0x54	3.57375
0x357	0x45	3.5883
0x358	0x10	3
0x359	0x101	3.58309
0x35a	0x12	3.85598
0x35b	0x153	3.80529
0x35c	0x54	3.15475
0x35d	0x101	3.71304
0x35e	0x44	3.85614
0x35f	0x5a	3.9987
0x360	0x160	2.49741
0x361	0x161	3.28774
0x362	0x42	3.46227
0x363	0x101	3.89817
0x364	0x164	3.36183
0x365	0x105	3.51903
0x366	0x64	3.89024
0x367	0x65	3.55243
0x368	0x20	3.12143
0x369	0x121	3.51695
0x36a	0x168	3.59941
0x36b	0x10b	3.80498
0x36c	0x10c	3.60487
0x36d	0x10d	3.65705
0x36e	0x120	3.47379
0x36f	0x6a	3.9987
0x370	0x100	3.17403
0x371	0x101	3.63334
0x372	0x22	3.59321
0x373	0x103	3.7151
0x374	0x54	3.26828
0x375	0x31	3.74731
0x376	0x14	3.66916
0x377	0x33	3.83538
0x378	0x158	3.99903
0x379	0x101	3.55447
0x37a	0x50	3.58026
0x37b	0x72	3.66008
0x37c	0x74	3.4668
0x37d	0x105	3.82144
0x37e	0x7a	3.86277
0x37f	0x150	3.96712
0x380	0x80	2.23557
0x381	0x180	3.15127
0x382	0x82	3.15303
0x383	0x103	3.15902
0x384	0x184	3.11592
0x385	0x85	3.078
0x386	0x100	3.16033
0x387	0x107	3.71344
0x388	0x80	3.13669
0x389	0x89	3.54449
0x38a	0x8a	3.12895
0x38b	0x9	3.49149
0x38c	0x4	3.19029
0x38d	0x101	3.59832
0x38e	0x10e	3.9988
0x38f	0x103	3.75147
0x390	0x180	3.00107
0x391	0x90	3.35535
0x392	0x100	3.73102
0x393	0x11	3.43965
0x394	0x194	3.1138
0x395	0x190	3.64702
0x396	0x12	3.33774
0x397	0x107	3.65996
0x398	0x118	3.12321
0x399	0x11	3.67821
0x39a	0x12	3.53551
0x39b	0x9	3.55319
0x39c	0x14	3.53637
0x39d	0x9	3.61755
0x39e	0x118	3.67326
0x39f	0x11c	3.93092
0x3a0	0x1a0	2.75891
0x3a1	0xa0	3.42072
0x3a2	0x1a2	3.56117
0x3a3	0x120	3.53258
0x3a4	0x1a4	3.32023
0x3a5	0x185	3.3594
0x3a6	0x126	3.67603
0x3a7	0x127	3.66075
0x3a8	0x1a0	3.18331
0x3a9	0x1a8	3.57967
0x3aa	0x8a	3.45452
0x3ab	0x123	3.58849
0x3ac	0x1a4	3.67235
0x3ad	0x18d	3.61352
0x3ae	0x2a	3.72692
0x3af	0x22	4.05767
0x3b0	0x80	3.01197
0x3b1	0x81	3.72145
0x3b2	0x1b0	3.4253
0x3b3	0x11	3.62911
0x3b4	0x94	3.71018
0x3b5	0x1b4	3.99624
0x3b6	0x32	3.73125
0x3b7	0x25	3.58928
0x3b8	0x120	3.16039
0x3b9	0xa0	3.73921
0x3ba	0x28	3.55723
0x3bb	0x8b	3.83583
0x3bc	0x120	3.38079
0x3bd	0x39	3.9819
0x3be	0x12e	3.9988
0x3bf	0x13c	4.27635
0x3c0	0x1c0	2.65751
0x3c1	0x1c0	3.4963
0x3c2	0x82	3.38699
0x3c3	0x41	3.63174
0x3c4	0x44	3.43979
0x3c5	0x180	3.83407
0x3c6	0x106	3.55987
0x3c7	0xc5	3.75178
0x3c8	0x100	3.34959
0x3c9	0x88	3.79949
0x3ca	0x180	3.78747
0x3cb	0x42	3.89368
0x3cc	0x1c4	3.56595
0x3cd	0xcd	3.86511
0x3ce	0xc4	3.6309
0x3cf	0x1c4	3.91376
0x3d0	0x90	3.0929
0x3d1	0x90	3.58883
0x3d2	0x1c0	3.67992
0x3d3	0x103	3.83231
0x3d4	0xd4	3.48655
0x3d5	0x180	3.71846
0x3d6	0x110	3.8436
0x3d7	0x52	4.05798
0x3d8	0x50	3.40231
0x3d9	0x49	3.47967
0x3da	0x52	3.58396
0x3db	0x158	3.9987
0x3dc	0x180	3.73382
0x3dd	0xd5	3.99931
0x3de	0x1c4	3.95514
0x3df	0x4d	4.0952
0x3e0	0x40	2.99955
0x3e1	0x101	3.61262
0x3e2	0x102	3.99876
0x3e3	0x21	3.80284
0x3e4	0x44	3.44729
0x3e5	0xc5	3.61017
0x3e6	0x1e4	3.53703
0x3e7	0xe2	3.93118
0x3e8	0x88	3.35413
0x3e9	0x1a1	3.71304
0x3ea	0x42	3.57984
0x3eb	0x22	3.9987
0x3ec	0x24	3.39061
0x3ed	0xac	3.77782
0x3ee	0x1a0	3.85596
0x3ef	0x127	4.09513
0x3f0	0x50	3.10188
0x3f1	0x41	3.86397
0x3f2	0x112	3.55133
0x3f3	0xf2	3.96983
0x3f4	0x180	3.62327
0x3f5	0xc0	3.99921
0x3f6	0x1d6	4.0071
0x3f7	0x1b0	4.27704
0x3f8	0x50	3.49894
0x3f9	0x51	3.99691
0x3fa	0x32	3.85194
0x3fb	0x160	3.96784
0x3fc	0x74	3.93208
0x3fd	0x1bc	4.07856
0x3fe	0x1b0	3.97083
0x3ff	0x16f	4.04456
